,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,GPT-3 term in Google,GPT-3 term + pill in Google
1762,alprazolan,alprazolam,alprazolam,True,True,True
1763,alprazolamum,alprazolam,False,False,True,True
1764,zanex,alprazolam,False,False,False,True
1765,zoloft,alprazolam,sertraline,False,False,False
1766,prozac,alprazolam,fluoxetine,False,False,False
1767,paxil,alprazolam,paroxetine,False,False,False
1768,lexapro,alprazolam,escitalopram,False,False,False
1769,cymbalta,alprazolam,duloxetine,False,False,False
1770,effexor,alprazolam,venlafaxine,False,False,False
1771,alprazolum,alprazolam,False,False,True,True
1772,zanax,alprazolam,alprazolam,True,True,True
1773,xanax,alprazolam,alprazolam,True,True,True
1774,zanex,alprazolam,False,False,False,True
1775,zan,alprazolam,False,False,False,True
1776,zans,alprazolam,False,False,False,False
1777,zanex,alprazolam,False,False,False,True
1778,xanor,alprazolam,alprazolam,True,True,True
1779,zopax,alprazolam,False,False,True,True
1780,xanax,alprazolam,alprazolam,True,True,True
1781,zanapam,alprazolam,False,False,True,True
1782,alprazolom,alprazolam,alprazolam,True,True,True
1783,alprazolamum,alprazolam,False,False,True,True
1784,alprazolan,alprazolam,alprazolam,True,True,True
1785,alprazolans,alprazolam,False,False,True,True
1786,alprazolapam,alprazolam,False,False,Error,Error
1787,alprazolapex,alprazolam,False,False,Error,Error
1788,zanex,alprazolam,False,False,False,True
1789,zanex,alprazolam,False,False,False,True
1790,azolam,alprazolam,acetazolamide,False,True,True
1791,zoloft,alprazolam,sertraline,False,False,False
1792,zanax,alprazolam,alprazolam,True,True,True
1793,zanapam,alprazolam,False,False,True,True
1794,paxal,alprazolam,benfluorex,False,False,False
1795,alprazolan,alprazolam,alprazolam,True,True,True
1796,aziprocin,alprazolam,False,False,False,Error
1797,alprazolane,alprazolam,False,False,True,True
1798,zanex,alprazolam,False,False,False,True
1799,xanax,alprazolam,alprazolam,True,True,True
1800,zolam,alprazolam,False,False,True,True
1801,alprazolan,alprazolam,alprazolam,True,True,True
1802,alprazolum,alprazolam,False,False,True,True
1803,zolofts,alprazolam,sertraline,False,False,False
1804,aripiprazole,alprazolam,aripiprazole,False,False,False
1805,lorazepam,alprazolam,lorazepam,False,False,False
1806,diazepam,alprazolam,diazepam,False,False,False
1807,clonazepam,alprazolam,clonazepam,False,False,False
1808,zolpidem,alprazolam,zolpidem,False,False,False
1809,paxil,alprazolam,paroxetine,False,False,False
1810,prozac,alprazolam,fluoxetine,False,False,False
1811,aripiprazole,alprazolam,aripiprazole,False,False,False
1812,zanbars,alprazolam,False,False,True,True
1813,alprazalam,alprazolam,alprazolam,True,True,True
1814,alprazolan,alprazolam,alprazolam,True,True,True
1815,ativan,alprazolam,lorazepam,False,False,False
1816,zanex,alprazolam,False,False,False,True
1817,prazosin,alprazolam,prazosin,False,False,False
1818,xanax_bars,alprazolam,False,True,True,True
1819,alprazolamum,alprazolam,False,False,True,True
1820,alprazolan,alprazolam,alprazolam,True,True,True
1821,alprazolamid,alprazolam,False,False,True,True
1822,zanex,alprazolam,False,False,False,True
1823,alprazlam,alprazolam,False,False,True,True
1824,alprazolan,alprazolam,alprazolam,True,True,True
1825,alprazolum,alprazolam,False,False,True,True
1826,alprazolane,alprazolam,False,False,True,True
1827,alprazolamide,alprazolam,False,False,True,True
1828,alprazolamite,alprazolam,False,False,True,True
1829,alprazolamine,alprazolam,False,False,True,True
1830,alprazalam,alprazolam,alprazolam,True,True,True
1831,alprazolan,alprazolam,alprazolam,True,True,True
1832,alprazolane,alprazolam,False,False,True,True
1833,xanax,alprazolam,alprazolam,True,True,True
1834,zanex,alprazolam,False,False,False,True
1835,zolam,alprazolam,False,False,True,True
1836,a-pvp,alprazolam,False,False,False,False
1837,flunitrazolam,alprazolam,False,False,False,False
1838,norx,alprazolam,False,False,False,False
1839,alprazolana,alprazolam,False,False,True,True
1840,alprazolamum,alprazolam,False,False,True,True
1841,alprazolamo,alprazolam,False,False,True,True
1842,alprazolamas,alprazolam,False,False,True,True
1843,alprazolami,alprazolam,False,False,True,True
1844,alprazolanus,alprazolam,False,False,Error,Error
1845,zanapam,alprazolam,False,False,True,True
1846,tranax,alprazolam,filgrastim,False,False,True
1847,xanax,alprazolam,alprazolam,True,True,True
1848,azolam,alprazolam,acetazolamide,False,True,True
1849,neozolam,alprazolam,False,False,True,True
1850,zolam,alprazolam,False,False,True,True
1851,alpraz,alprazolam,False,False,True,True
1852,alprazolane,alprazolam,False,False,True,True
1853,alpram,alprazolam,False,False,True,True
1854,alprax,alprazolam,alprazolam,False,True,True
1855,alprolol,alprazolam,False,False,True,True
1856,atarax,alprazolam,hydroxyzine,False,Error,True
1857,xanax,alprazolam,alprazolam,True,True,True
1858,xanax_bars,alprazolam,False,True,True,True
1859,z-bars,alprazolam,False,False,True,True
1860,alprax,alprazolam,alprazolam,False,True,True
1861,zolam,alprazolam,False,False,True,True
1862,alpraz,alprazolam,False,False,True,True
1863,alprazolam,alprazolam,alprazolam,True,True,True
1864,anazolam,alprazolam,False,False,True,True
1865,zanapam,alprazolam,False,False,True,True
1866,alpraz,alprazolam,False,False,True,True
1867,ativan,alprazolam,lorazepam,False,False,False
1868,klonopin,alprazolam,clonazepam,False,True,False
1869,valium,alprazolam,diazepam,False,False,False
1870,lorazepam,alprazolam,lorazepam,False,False,False
1871,xanax,alprazolam,alprazolam,True,True,True
1872,zanex,alprazolam,False,False,False,True
1873,zanax,alprazolam,alprazolam,True,True,True
1874,anax,alprazolam,False,False,False,True
1875,xanaxx,alprazolam,False,False,True,True
1876,zoloft,alprazolam,sertraline,False,False,False
1877,zanex,alprazolam,False,False,False,True
1878,alprazolam,alprazolam,alprazolam,True,True,True
1879,zanex,alprazolam,False,False,False,True
1880,axanax,alprazolam,False,False,True,True
1881,zanapam,alprazolam,False,False,True,True
1882,alprazolan,alprazolam,alprazolam,True,True,True
1883,alprazolame,alprazolam,False,False,True,True
1884,alprazolami,alprazolam,False,False,True,True
1885,alprazolamo,alprazolam,False,False,True,True
1886,alprazolans,alprazolam,False,False,True,True
1887,zanex,alprazolam,False,False,False,True
1888,alprazolum,alprazolam,False,False,True,True
1889,zanax,alprazolam,alprazolam,True,True,True
1890,xanax,alprazolam,alprazolam,True,True,True
1891,xanor,alprazolam,alprazolam,True,True,True
1892,alzolam,alprazolam,False,False,True,True
1893,alprozolam,alprazolam,alprazolam,True,True,True
1894,alprazolan,alprazolam,alprazolam,True,True,True
1895,alpram,alprazolam,False,False,True,True
1896,alprazlam,alprazolam,False,False,True,True
1897,xanax,alprazolam,alprazolam,True,True,True
1898,zanex,alprazolam,False,False,False,True
1899,alpraz,alprazolam,False,False,True,True
1900,prazolam,alprazolam,alprazolam,True,True,True
1901,ariprozolam,alprazolam,False,False,Error,Error
1902,alprazolan,alprazolam,alprazolam,True,True,True
1903,alprazolima,alprazolam,False,False,Error,Error
1904,alprazolom,alprazolam,alprazolam,True,True,True
1905,alprazolum,alprazolam,False,False,True,True
1906,zolofts,alprazolam,sertraline,False,False,False
1907,zols,alprazolam,False,False,False,False
1908,zoldies,alprazolam,False,False,False,False
1909,zolnoxs,alprazolam,False,False,False,False
1910,aplrazolam,alprazolam,alprazolam,True,False,True
1911,zanex,alprazolam,False,False,False,True
1912,xanax,alprazolam,alprazolam,True,True,True
1913,alprazolamum,alprazolam,False,False,True,True
1914,ariprazole,alprazolam,aripiprazole,False,False,False
1915,arprazolam,alprazolam,False,False,True,True
1916,alprazalam,alprazolam,alprazolam,True,True,True
1917,alprazolum,alprazolam,False,False,True,True
1918,bars,alprazolam,False,False,False,True
1919,xanies,alprazolam,False,False,True,True
1920,z-bars,alprazolam,False,False,True,True
1921,blue_footballs,alprazolam,False,False,True,True
1922,white_bars,alprazolam,False,False,False,True
1923,xanax,alprazolam,alprazolam,True,True,True
1924,alprazalam,alprazolam,alprazolam,True,True,True
1925,alprazolan,alprazolam,alprazolam,True,True,True
1926,alprazolam,alprazolam,alprazolam,True,True,True
1927,tranax,alprazolam,filgrastim,False,False,True
1928,xanax,alprazolam,alprazolam,True,True,True
1929,ativan,alprazolam,lorazepam,False,False,False
1930,klonopin,alprazolam,clonazepam,False,True,False
1931,valium,alprazolam,diazepam,False,False,False
1932,lorazepam,alprazolam,lorazepam,False,False,False
1933,clonazepam,alprazolam,clonazepam,False,False,False
1934,diazepam,alprazolam,diazepam,False,False,False
1935,xanax_bars,alprazolam,False,True,True,True
1936,zanbars,alprazolam,False,False,True,True
1937,zanex,alprazolam,False,False,False,True
1938,zaney_bars,alprazolam,False,False,True,True
1939,alpraz,alprazolam,False,False,True,True
1940,xanax,alprazolam,alprazolam,True,True,True
1941,alprazolam_pills,alprazolam,False,True,True,True
1942,alprazolam_tablets,alprazolam,False,True,True,True
1943,zanapam,alprazolam,False,False,True,True
1944,alpam,alprazolam,False,False,False,False
1945,alprazolan,alprazolam,alprazolam,True,True,True
1946,xanor,alprazolam,alprazolam,True,True,True
1947,ativan,alprazolam,lorazepam,False,False,False
1948,zanax,alprazolam,alprazolam,True,True,True
1949,xanax,alprazolam,alprazolam,True,True,True
1950,zoplicone,alprazolam,zopiclone,False,False,False
1951,zolpidem,alprazolam,zolpidem,False,False,False
1952,zaleplon,alprazolam,zaleplon,False,False,False
1953,eszopiclone,alprazolam,eszopiclone,False,False,False
1954,lorazepam,alprazolam,lorazepam,False,False,False
1955,clonazepam,alprazolam,clonazepam,False,False,False
1956,alprazolamum,alprazolam,False,False,True,True
1957,alpraz,alprazolam,False,False,True,True
1958,alprazol,alprazolam,False,False,True,True
1959,alzolam,alprazolam,False,False,True,True
1960,alpram,alprazolam,False,False,True,True
1961,alzol,alprazolam,False,False,False,False
1962,a-pam,alprazolam,False,False,False,False
1963,xanor,alprazolam,alprazolam,True,True,True
1964,ativan,alprazolam,lorazepam,False,False,False
1965,klonopin,alprazolam,clonazepam,False,True,False
1966,valium,alprazolam,diazepam,False,False,False
1967,lorazepam,alprazolam,lorazepam,False,False,False
1968,clonazepam,alprazolam,clonazepam,False,False,False
1969,diazepam,alprazolam,diazepam,False,False,False
1970,alprazolamum,alprazolam,False,False,True,True
1971,xanax,alprazolam,alprazolam,True,True,True
1972,xanax,alprazolam,alprazolam,True,True,True
1973,alprazolamum,alprazolam,False,False,True,True
1974,alprazolamum,alprazolam,False,False,True,True
1975,alprazolan,alprazolam,alprazolam,True,True,True
1976,zanex,alprazolam,False,False,False,True
1977,xanaxx,alprazolam,False,False,True,True
1978,xansx,alprazolam,alprazolam,True,True,True
1979,xanz,alprazolam,albendazole,False,False,True
1980,xanex,alprazolam,alprazolam,True,False,True
1981,xanez,alprazolam,False,False,False,True
1982,alprozolam,alprazolam,alprazolam,True,True,True
1983,aprozolam,alprazolam,alprazolam,True,True,True
1984,xanac,alprazolam,alprazolam,True,True,True
1985,xanor,alprazolam,alprazolam,True,True,True
1986,alprazolom,alprazolam,alprazolam,True,True,True
1987,alprazolog,alprazolam,False,False,Error,Error
1988,alprazolum,alprazolam,False,False,True,True
1989,azolam,alprazolam,acetazolamide,False,True,True
1990,zoloft,alprazolam,sertraline,False,False,False
1991,ativan,alprazolam,lorazepam,False,False,False
1992,zyprexa,alprazolam,olanzapine,False,False,False
1993,seroquel,alprazolam,quetiapine,False,False,False
1994,alprazalam,alprazolam,alprazolam,True,True,True
1995,alprazolan,alprazolam,alprazolam,True,True,True
1996,alprazolum,alprazolam,False,False,True,True
1997,xanax,alprazolam,alprazolam,True,True,True
1998,alprazolam,alprazolam,alprazolam,True,True,True
1999,zoloft,alprazolam,sertraline,False,False,False
2000,prozac,alprazolam,fluoxetine,False,False,False
2001,paxil,alprazolam,paroxetine,False,False,False
2002,lexapro,alprazolam,escitalopram,False,False,False
2003,celexa,alprazolam,citalopram,False,False,False
2004,effexor,alprazolam,venlafaxine,False,False,False
2005,zolpidem,alprazolam,zolpidem,False,False,False
2006,zanax,alprazolam,alprazolam,True,True,True
2007,prazolam,alprazolam,alprazolam,True,True,True
2008,xanax,alprazolam,alprazolam,True,True,True
2009,xanor,alprazolam,alprazolam,True,True,True
2010,serenace,alprazolam,haloperidol,False,False,False
2011,oxazepam,alprazolam,oxazepam,False,False,False
2012,lorazepam,alprazolam,lorazepam,False,False,False
2013,ativan,alprazolam,lorazepam,False,False,False
2014,alprazolsm,alprazolam,False,False,True,True
2015,alprazoltam,alprazolam,False,False,True,True
2016,alprazolyam,alprazolam,False,False,Error,Error
2017,zanex,alprazolam,False,False,False,True
2018,alpraz,alprazolam,False,False,True,True
2019,azolam,alprazolam,acetazolamide,False,True,True
2020,alprozalam,alprazolam,alprazolam,True,True,True
2021,alprazolane,alprazolam,False,False,True,True
2022,alprazolans,alprazolam,False,False,True,True
2023,alprazolast,alprazolam,False,False,Error,Error
2024,alprazole,alprazolam,False,False,True,True
2025,alprazoles,alprazolam,False,False,True,True
2026,alprazolid,alprazolam,False,False,Error,Error
2027,alprazolide,alprazolam,False,False,Error,Error
2028,calmpose,alprazolam,False,False,False,False
2029,dalmane,alprazolam,flurazepam,False,False,False
2030,estazolam,alprazolam,estazolam,False,False,False
2031,flurazepam,alprazolam,flurazepam,False,False,False
2032,halcion,alprazolam,triazolam,False,False,False
2033,lorazepam,alprazolam,lorazepam,False,False,False
2034,midazolam,alprazolam,midazolam,False,False,False
2035,alpazolam,alprazolam,alprazolam,True,True,True
2036,alpraz,alprazolam,False,False,True,True
2037,alpralozam,alprazolam,alprazolam,True,False,True
2038,ativan,alprazolam,lorazepam,False,False,False
2039,xanax,alprazolam,alprazolam,True,True,True
2040,xanax,alprazolam,alprazolam,True,True,True
2041,alprazolame,alprazolam,False,False,True,True
2042,alprazolamum,alprazolam,False,False,True,True
2043,zanax,alprazolam,alprazolam,True,True,True
2044,xanax,alprazolam,alprazolam,True,True,True
2045,helex,alprazolam,azelaic_acid,False,False,True
2046,tranxene,alprazolam,clorazepate,False,False,False
2047,xanor,alprazolam,alprazolam,True,True,True
2048,iproxol,alprazolam,False,False,False,Error
2049,xanax,alprazolam,alprazolam,True,True,True
2050,alprzolam,alprazolam,alprazolam,True,True,True
2051,alfrazolam,alprazolam,False,False,True,True
2052,alpraolam,alprazolam,alprazolam,True,True,True
2053,alprazlam,alprazolam,False,False,True,True
2054,alprazloam,alprazolam,False,False,True,True
2055,anaprox,alprazolam,naproxen,False,False,False
2056,alprazolamum,alprazolam,False,False,True,True
2057,alpraz,alprazolam,False,False,True,True
2058,alprazolam,alprazolam,alprazolam,True,True,True
2059,xanax,alprazolam,alprazolam,True,True,True
2060,xanax,alprazolam,alprazolam,True,True,True
2061,zanaprin,alprazolam,False,False,False,False
2062,a-pra-zole-am,alprazolam,False,False,False,False
2063,alfrazolam,alprazolam,False,False,True,True
2064,ativan,alprazolam,lorazepam,False,False,False
2065,alpraz,alprazolam,False,False,True,True
2066,irazepam,alprazolam,False,False,False,Error
2067,ativan,alprazolam,lorazepam,False,False,False
2068,klonopin,alprazolam,clonazepam,False,True,False
2069,valium,alprazolam,diazepam,False,False,False
2070,xanax,alprazolam,alprazolam,True,True,True
2071,alprazalam,alprazolam,alprazolam,True,True,True
2072,alprazolan,alprazolam,alprazolam,True,True,True
2073,alprazolom,alprazolam,alprazolam,True,True,True
2074,alpraz,alprazolam,False,False,True,True
2075,azor,alprazolam,olmesartan,False,False,False
2076,zanapam,alprazolam,False,False,True,True
2077,zoloft,alprazolam,sertraline,False,False,False
2078,xanax,alprazolam,alprazolam,True,True,True
2079,alprazolamum,alprazolam,False,False,True,True
2080,alprazolan,alprazolam,alprazolam,True,True,True
2081,alprazolane,alprazolam,False,False,True,True
2082,alprazolans,alprazolam,False,False,True,True
2083,alprazolanes,alprazolam,False,False,True,True
2084,alprazam,alprazolam,False,False,True,True
2085,alprazolan,alprazolam,alprazolam,True,True,True
2086,alprazolam,alprazolam,alprazolam,True,True,True
2087,ativan,alprazolam,lorazepam,False,False,False
2088,alprazolom,alprazolam,alprazolam,True,True,True
2089,zoloft,alprazolam,sertraline,False,False,False
2090,zanx,alprazolam,False,False,False,True
2091,paxil,alprazolam,paroxetine,False,False,False
2092,ativan,alprazolam,lorazepam,False,False,False
2093,xanax,alprazolam,alprazolam,True,True,True
2094,alp,alprazolam,False,False,False,True
2095,alpraz,alprazolam,False,False,True,True
2096,azolam,alprazolam,acetazolamide,False,True,True
2097,zolam,alprazolam,False,False,True,True
2098,alprazalam,alprazolam,alprazolam,True,True,True
2099,alprazolan,alprazolam,alprazolam,True,True,True
2100,alprazolum,alprazolam,False,False,True,True
2101,xanax,alprazolam,alprazolam,True,True,True
2102,zanex,alprazolam,False,False,False,True
2103,zanes,alprazolam,False,False,False,False
2104,alzam,alprazolam,False,False,True,True
2105,zoloft,alprazolam,sertraline,False,False,False
2106,ativan,alprazolam,lorazepam,False,False,False
2107,klonopin,alprazolam,clonazepam,False,True,False
2108,valium,alprazolam,diazepam,False,False,False
2109,xanax,alprazolam,alprazolam,True,True,True
2110,zoloft,alprazolam,sertraline,False,False,False
2111,lorazepam,alprazolam,lorazepam,False,False,False
2112,ativan,alprazolam,lorazepam,False,False,False
2113,aplazam,alprazolam,False,False,False,True
2114,alpram,alprazolam,False,False,True,True
2115,alprazolam,alprazolam,alprazolam,True,True,True
2116,alpraz,alprazolam,False,False,True,True
2117,alprazolan,alprazolam,alprazolam,True,True,True
2118,zanex,alprazolam,False,False,False,True
2119,alprazam,alprazolam,False,False,True,True
2120,alprazolan,alprazolam,alprazolam,True,True,True
2121,alprazolane,alprazolam,False,False,True,True
2122,alprazolas,alprazolam,False,False,True,True
2123,alprazolid,alprazolam,False,False,Error,Error
2124,alprazolim,alprazolam,False,False,True,True
2125,alprazolin,alprazolam,False,False,True,True
2126,xanax,alprazolam,alprazolam,True,True,True
2127,alprozalam,alprazolam,alprazolam,True,True,True
2128,alprazolan,alprazolam,alprazolam,True,True,True
2129,alprazolum,alprazolam,False,False,True,True
2130,ativan,alprazolam,lorazepam,False,False,False
2131,nerfazodone,alprazolam,False,False,False,False
2132,zoloft,alprazolam,sertraline,False,False,False
2133,prozac,alprazolam,fluoxetine,False,False,False
2134,paxil,alprazolam,paroxetine,False,False,False
2135,lexapro,alprazolam,escitalopram,False,False,False
2136,effexor,alprazolam,venlafaxine,False,False,False
2137,cymbalta,alprazolam,duloxetine,False,False,False
2138,xansx,alprazolam,alprazolam,True,True,True
2139,azolam,alprazolam,acetazolamide,False,True,True
2140,zolam,alprazolam,False,False,True,True
2141,ativan,alprazolam,lorazepam,False,False,False
2142,alprazalam,alprazolam,alprazolam,True,True,True
2143,alprazolan,alprazolam,alprazolam,True,True,True
2144,alprazolum,alprazolam,False,False,True,True
2145,zolpidem,alprazolam,zolpidem,False,False,False
2146,alpraz,alprazolam,False,False,True,True
2147,xanbars,alprazolam,False,False,True,True
2148,alprazolan,alprazolam,alprazolam,True,True,True
2149,xanax,alprazolam,alprazolam,True,True,True
2150,xanax,alprazolam,alprazolam,True,True,True
2151,xanax,alprazolam,alprazolam,True,True,True
2152,xanor,alprazolam,alprazolam,True,True,True
2153,alpraz,alprazolam,False,False,True,True
2154,alp,alprazolam,False,False,False,True
2155,aprozalam,alprazolam,False,False,True,True
2156,zanapam,alprazolam,False,False,True,True
2157,aplrazolam,alprazolam,alprazolam,True,False,True
2158,alfazolam,alprazolam,False,False,True,True
2159,alprozalam,alprazolam,alprazolam,True,True,True
2160,alprazolan,alprazolam,alprazolam,True,True,True
2161,alprazom,alprazolam,False,False,True,True
2162,atarax,alprazolam,hydroxyzine,False,Error,True
2163,xanax,alprazolam,alprazolam,True,True,True
2164,prazolan,alprazolam,False,False,False,True
2165,alazopram,alprazolam,False,False,True,True
2166,alprazolham,alprazolam,False,False,True,True
2167,xanax,alprazolam,alprazolam,True,True,True
2168,arazolam,alprazolam,False,False,True,True
2169,zanex,alprazolam,False,False,False,True
2170,zannies,alprazolam,False,False,False,True
2171,ativan,alprazolam,lorazepam,False,False,False
2172,zanex,alprazolam,False,False,False,True
2173,zan,alprazolam,False,False,False,True
2174,ativan,alprazolam,lorazepam,False,False,False
2175,zoloft,alprazolam,sertraline,False,False,False
2176,prozac,alprazolam,fluoxetine,False,False,False
2177,lexapro,alprazolam,escitalopram,False,False,False
2178,paxil,alprazolam,paroxetine,False,False,False
2179,elavil,alprazolam,amitriptyline,False,False,False
2180,lorazepam,alprazolam,lorazepam,False,False,False
2181,klonopin,alprazolam,clonazepam,False,True,False
2182,alprazolamum,alprazolam,False,False,True,True
2183,alprazalam,alprazolam,alprazolam,True,True,True
2184,alprazolam,alprazolam,alprazolam,True,True,True
2185,blue_footballs,alprazolam,False,False,True,True
2186,bars,alprazolam,False,False,False,True
2187,zanex,alprazolam,False,False,False,True
2188,alpram,alprazolam,False,False,True,True
2189,alprol,alprazolam,False,False,Error,True
2190,zolax,alprazolam,False,False,False,False
2191,alpraz,alprazolam,False,False,True,True
2192,alprazol,alprazolam,False,False,True,True
2193,ativan,alprazolam,lorazepam,False,False,False
2194,xanor,alprazolam,alprazolam,True,True,True
2195,iproniazid,alprazolam,iproniazid,False,False,False
2196,alprazalam,alprazolam,alprazolam,True,True,True
2197,alprazolum,alprazolam,False,False,True,True
2198,zolam,alprazolam,False,False,True,True
2199,zoloft,alprazolam,sertraline,False,False,False
2200,alprazolan,alprazolam,alprazolam,True,True,True
2201,alprazolim,alprazolam,False,False,True,True
2202,alprazolom,alprazolam,alprazolam,True,True,True
2203,alprazonam,alprazolam,False,False,True,True
2204,xanax,alprazolam,alprazolam,True,True,True
2205,xanax,alprazolam,alprazolam,True,True,True
2206,blue_footballs,alprazolam,False,False,True,True
2207,xanor,alprazolam,alprazolam,True,True,True
2208,zanapam,alprazolam,False,False,True,True
2209,frontin,alprazolam,False,False,False,True
2210,neupax,alprazolam,False,False,True,True
2211,iproxin,alprazolam,False,False,False,False
2212,triazolam,alprazolam,triazolam,False,False,False
2213,alzolam,alprazolam,False,False,True,True
2214,alpram,alprazolam,False,False,True,True
2215,alprax,alprazolam,alprazolam,False,True,True
2216,alpraz,alprazolam,False,False,True,True
2217,alprzolam,alprazolam,alprazolam,True,True,True
2218,apralax,alprazolam,False,False,False,False
2219,azolam,alprazolam,acetazolamide,False,True,True
2220,zanex,alprazolam,False,False,False,True
2221,alprozalam,alprazolam,alprazolam,True,True,True
2222,ativan,alprazolam,lorazepam,False,False,False
2223,klonopin,alprazolam,clonazepam,False,True,False
2224,valium,alprazolam,diazepam,False,False,False
2225,lorazepam,alprazolam,lorazepam,False,False,False
2226,clonazepam,alprazolam,clonazepam,False,False,False
2227,zanex,alprazolam,False,False,False,True
2228,ayprazlam,alprazolam,False,False,Error,Error
2229,xanax,alprazolam,alprazolam,True,True,True
2230,zanapam,alprazolam,False,False,True,True
2231,iprazochlor,alprazolam,False,False,Error,Error
2232,azolam,alprazolam,acetazolamide,False,True,True
2233,aprazolam,alprazolam,alprazolam,True,True,True
2234,zolofts,alprazolam,sertraline,False,False,False
2235,zanex,alprazolam,False,False,False,True
2236,alprazalam,alprazolam,alprazolam,True,True,True
2237,alprazalom,alprazolam,alprazolam,True,True,True
2238,alprazolams,alprazolam,alprazolam,True,True,True
2239,alprazolum,alprazolam,False,False,True,True
2240,alprazolan,alprazolam,alprazolam,True,True,True
2241,alprazolom,alprazolam,alprazolam,True,True,True
2242,xanax,alprazolam,alprazolam,True,True,True
2243,zanex,alprazolam,False,False,False,True
2244,alpraz,alprazolam,False,False,True,True
2245,alprazolan,alprazolam,alprazolam,True,True,True
2246,alprazolamum,alprazolam,False,False,True,True
2247,alpraz,alprazolam,False,False,True,True
2248,alzolam,alprazolam,False,False,True,True
2249,ativan,alprazolam,lorazepam,False,False,False
2250,klonopin,alprazolam,clonazepam,False,True,False
2251,valium,alprazolam,diazepam,False,False,False
2252,librium,alprazolam,chlordiazepoxide,False,False,False
2253,serax,alprazolam,oxazepam,False,False,False
2254,zanex,alprazolam,False,False,False,True
2255,xanax,alprazolam,alprazolam,True,True,True
2256,xanax,alprazolam,alprazolam,True,True,True
2257,zanapam,alprazolam,False,False,True,True
2258,alpam,alprazolam,False,False,False,False
2259,prazalol,alprazolam,False,False,False,False
2260,xanay,alprazolam,False,False,False,True
2261,xanays,alprazolam,False,False,False,True
2262,xana,alprazolam,False,False,False,True
2263,xanas,alprazolam,alprazolam,True,False,True
2264,alpraz,alprazolam,False,False,True,True
2265,aplrazolam,alprazolam,alprazolam,True,False,True
2266,z-bars,alprazolam,False,False,True,True
2267,blue_footballs,alprazolam,False,False,True,True
2268,ladders,alprazolam,False,False,False,True
2269,plows,alprazolam,False,False,False,False
2270,alpraz,alprazolam,False,False,True,True
2271,alzolam,alprazolam,False,False,True,True
2272,azipram,alprazolam,False,False,False,False
2273,neazolam,alprazolam,False,False,Error,Error
2274,zolpidem,alprazolam,zolpidem,False,False,False
2275,xanor,alprazolam,alprazolam,True,True,True
2276,iprazolam,alprazolam,False,False,True,True
2277,xanax,alprazolam,alprazolam,True,True,True
2278,xanax,alprazolam,alprazolam,True,True,True
2279,zoloft,alprazolam,sertraline,False,False,False
2280,paxil,alprazolam,paroxetine,False,False,False
2281,prozac,alprazolam,fluoxetine,False,False,False
2282,lexapro,alprazolam,escitalopram,False,False,False
2283,luvox,alprazolam,fluvoxamine,False,False,False
2284,effexor,alprazolam,venlafaxine,False,False,False
2285,buspar,alprazolam,buspirone,False,False,False
2286,xanor,alprazolam,alprazolam,True,True,True
2287,serenar,alprazolam,False,False,False,False
2288,zanapam,alprazolam,False,False,True,True
2289,tranquillisers,alprazolam,False,False,False,False
2290,sedatives,alprazolam,False,False,True,False
2291,alpraz,alprazolam,False,False,True,True
2292,alprazolan,alprazolam,alprazolam,True,True,True
2293,alprazolame,alprazolam,False,False,True,True
2294,alprazolamum,alprazolam,False,False,True,True
2295,zanax,alprazolam,alprazolam,True,True,True
2296,zanapam,alprazolam,False,False,True,True
2297,zoloft,alprazolam,sertraline,False,False,False
2298,zanapam,alprazolam,False,False,True,True
2299,prazosin,alprazolam,prazosin,False,False,False
2300,zanapam,alprazolam,False,False,True,True
2301,ativan,alprazolam,lorazepam,False,False,False
2302,ativan,alprazolam,lorazepam,False,False,False
2303,zolofts,alprazolam,sertraline,False,False,False
2304,prozacs,alprazolam,fluoxetine,False,False,False
2305,zanex,alprazolam,False,False,False,True
2306,prazosin,alprazolam,prazosin,False,False,False
2307,xanax,alprazolam,alprazolam,True,True,True
2308,zanapam,alprazolam,False,False,True,True
2309,alpazolam,alprazolam,alprazolam,True,True,True
2310,zanex,alprazolam,False,False,False,True
2311,ativan,alprazolam,lorazepam,False,False,False
2312,klonopin,alprazolam,clonazepam,False,True,False
2313,valium,alprazolam,diazepam,False,False,False
2314,xanax,alprazolam,alprazolam,True,True,True
2315,alprazolamum,alprazolam,False,False,True,True
2316,zanex,alprazolam,False,False,False,True
2317,zanapam,alprazolam,False,False,True,True
2318,zoloft,alprazolam,sertraline,False,False,False
2319,ativan,alprazolam,lorazepam,False,False,False
2320,klonopin,alprazolam,clonazepam,False,True,False
2321,valium,alprazolam,diazepam,False,False,False
2322,xanax,alprazolam,alprazolam,True,True,True
2323,zolpidem,alprazolam,zolpidem,False,False,False
2324,lorazepam,alprazolam,lorazepam,False,False,False
2325,xanax,alprazolam,alprazolam,True,True,True
2326,zanax,alprazolam,alprazolam,True,True,True
2327,arprazolam,alprazolam,False,False,True,True
2328,azolam,alprazolam,acetazolamide,False,True,True
2329,azoram,alprazolam,False,False,False,False
2330,azrprazolam,alprazolam,False,False,Error,Error
2331,lprazolam,alprazolam,False,False,True,True
2332,olazepam,alprazolam,False,False,False,False
2333,oprazolam,alprazolam,False,False,True,False
2334,pralozapam,alprazolam,False,False,Error,Error
