,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label,name filter,google filter,filter prediction
2889,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2890,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2891,fentan-3-ol,fentanyl,False,False,True,,2,False,True,True,True
2892,fentanoyl,fentanyl,False,False,True,,1,True,True,True,True
2893,4-anilino-n-phenethyl-4-piperidine,fentanyl,False,False,True,,1,False,True,True,True
2894,fntynl,fentanyl,False,False,True,,1,True,True,True,True
2895,fnyl,fentanyl,False,False,False,,-1,False,True,False,False
2896,fyl,fentanyl,False,False,False,,-1,True,True,False,False
2897,jentanil,fentanyl,False,False,False,,-1,False,True,False,False
2898,ketanil,fentanyl,False,False,False,,-1,False,True,False,False
2899,obital,fentanyl,False,False,False,,-1,False,True,False,False
2900,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2901,fentanest,fentanyl,False,False,True,,1,True,True,True,True
2902,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2903,fentol,fentanyl,False,False,True,,1,False,True,True,True
2904,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2905,fentane,fentanyl,False,False,False,,-1,True,True,False,False
2906,fentrinal,fentanyl,False,False,False,,-1,False,True,False,False
2907,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
2908,fentanlyl,fentanyl,False,False,True,,1,True,True,True,True
2909,fentanyn,fentanyl,False,False,True,,1,True,True,True,True
2910,fentamine,fentanyl,False,False,True,,2,False,True,True,True
2911,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2912,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
2913,fentanylethyl,fentanyl,False,False,False,,-1,False,True,False,False
2914,fentanylidol,fentanyl,False,False,False,,-1,False,True,False,False
2915,fentanylmeth,fentanyl,False,False,True,,8,False,True,True,True
2916,fentanyln,fentanyl,False,False,True,,1,True,True,True,True
2917,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2918,omnipaque,fentanyl,iohexol,False,False,,-1,False,True,False,False
2919,propofol,fentanyl,propofol,False,False,,-1,False,False,False,False
2920,sufenta,fentanyl,sufentanil,False,True,,2,False,True,True,True
2921,ultiva,fentanyl,False,False,True,,2,False,True,True,True
2922,innit,fentanyl,False,False,False,,-1,False,True,False,False
2923,fen-lights,fentanyl,False,False,False,,-1,False,True,False,False
2924,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2925,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
2926,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2927,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2928,fentanilo,fentanyl,False,False,True,,1,True,True,True,True
2929,fentayna,fentanyl,False,False,True,,1,False,True,True,True
2930,fenantyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2931,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2932,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2933,fentan_patches,fentanyl,False,False,True,,1,False,True,True,True
2934,fentan_gel,fentanyl,False,False,True,,1,False,True,True,True
2935,fentan_lozenges,fentanyl,False,False,True,,1,False,True,True,True
2936,fentan_tablets,fentanyl,False,False,True,,1,False,True,True,True
2937,fentan_injectable,fentanyl,False,False,True,,1,False,True,True,True
2938,fentaquel,fentanyl,False,False,False,,-1,False,True,False,False
2939,fentaqine,fentanyl,False,False,False,,-1,False,True,False,False
2940,fent_rinse,fentanyl,False,False,True,,1,False,True,True,True
2941,fentanilo,fentanyl,False,False,True,,1,True,True,True,True
2942,fentanesta,fentanyl,False,False,False,,-1,False,True,False,False
2943,fental_institution,fentanyl,False,False,True,,2,False,True,True,True
2944,fentacin,fentanyl,False,False,False,,-1,False,True,False,False
2945,phenyl_propionate,fentanyl,False,False,False,,-1,False,True,False,False
2946,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2947,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
2948,fentalyn,fentanyl,fentanyl,True,True,,1,True,True,True,True
2949,fentanel,fentanyl,False,False,True,,1,True,True,True,True
2950,sevoflurane,fentanyl,sevoflurane,False,True,,5,False,False,True,False
2951,propofol,fentanyl,propofol,False,False,,-1,False,False,False,False
2952,fentinol,fentanyl,fentanyl,True,True,,1,True,True,True,True
2953,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
2954,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2955,fentiyol,fentanyl,False,False,False,,-1,False,True,False,False
2956,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2957,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
2958,fentanyl_derivative,fentanyl,False,True,True,,1,False,True,True,True
2959,fentanyl_related,fentanyl,False,True,True,,4,True,True,True,True
2960,fentanyl-based,fentanyl,False,False,True,,1,?,True,True,True
2961,lentanil,fentanyl,False,False,False,,-1,False,True,False,False
2962,pentenyl,fentanyl,False,False,False,,-1,False,True,False,False
2963,fentayl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2964,fentenel,fentanyl,False,False,True,,1,True,True,True,True
2965,fentyna,fentanyl,False,False,True,,1,False,True,True,True
2966,fentyne,fentanyl,False,False,False,,-1,False,True,False,False
2967,ffynthylan,fentanyl,False,False,False,,-1,False,True,False,False
2968,fentenol,fentanyl,False,False,True,,1,True,True,True,True
2969,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2970,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2971,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
2972,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2973,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
2974,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
2975,fortgesic,fentanyl,False,False,False,,-1,False,True,False,False
2976,portfolio,fentanyl,False,False,False,,-1,False,True,False,False
2977,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2978,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
2979,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2980,fenatanyl,fentanyl,False,False,True,,1,True,True,True,True
2981,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
2982,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2983,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2984,lethalfentanyl,fentanyl,False,False,True,,2,False,True,True,True
2985,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2986,effentora,fentanyl,False,False,True,,1,True,True,True,True
2987,abstral,fentanyl,fentanyl,True,True,,3,True,True,True,True
2988,wildnil,fentanyl,False,False,True,,2,True,True,True,True
2989,charmake,fentanyl,False,False,False,,-1,False,True,False,False
2990,feranyl,fentanyl,False,False,True,,1,False,True,True,True
2991,numorphan,fentanyl,oxymorphone,False,False,,-1,False,True,False,False
2992,phentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
2993,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
2994,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
2995,abusal,fentanyl,False,False,False,,-1,False,True,False,False
2996,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
2997,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
2998,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
2999,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3000,fentynol,fentanyl,False,False,True,,1,True,True,True,True
3001,pentafentanyl,fentanyl,False,False,True,,1,False,True,True,True
3002,fentanyl_derivative,fentanyl,False,True,True,,1,False,True,True,True
3003,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3004,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3005,phenyl-2-(ni-propylamino)_propan-1-one,fentanyl,False,False,False,,-1,False,True,False,False
3006,fentasy,fentanyl,False,False,False,,-1,False,True,False,False
3007,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3008,fentanoid,fentanyl,False,False,False,,-1,?,True,False,False
3009,fentythiol,fentanyl,False,False,False,,-1,False,True,False,False
3010,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3011,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3012,durogesic,fentanyl,fentanyl,True,True,,2,True,True,True,True
3013,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3014,innovar-v,fentanyl,False,False,False,,-1,False,True,False,False
3015,matrifen,fentanyl,False,False,True,,1,True,True,True,True
3016,nefenta,fentanyl,False,False,False,,-1,False,True,False,False
3017,pantopon,fentanyl,pantoprazole,False,False,,-1,False,True,False,False
3018,pecfent,fentanyl,False,False,True,,3,True,True,True,True
3019,ultiva,fentanyl,False,False,True,,2,False,True,True,True
3020,fentayln,fentanyl,False,False,True,,1,True,True,True,True
3021,fentaylne,fentanyl,False,False,False,,-1,False,True,False,False
3022,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3023,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3024,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3025,frontonasal,fentanyl,False,False,False,,-1,False,True,False,False
3026,frontal,fentanyl,False,False,False,,-1,False,True,False,False
3027,transnasal,fentanyl,False,False,True,,1,False,True,True,True
3028,sufentanyl,fentanyl,sufentanil,False,True,,2,False,True,True,True
3029,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3030,fentanal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3031,fentacap,fentanyl,False,False,False,,-1,False,True,False,False
3032,fentagam,fentanyl,False,False,False,,-1,False,True,False,False
3033,fentaldine,fentanyl,False,False,False,,-1,False,True,False,False
3034,fentaldine_hydrochloride,fentanyl,False,False,False,,-1,False,True,False,False
3035,fentanyl_acetate,fentanyl,False,True,True,,1,True,True,True,True
3036,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3037,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
3038,fentanyl_pectinate,fentanyl,False,True,True,,1,False,True,True,True
3039,fentanyl_phosphate,fentanyl,False,True,True,,2,False,True,True,True
3040,fentanyl_prodrug,fentanyl,False,True,True,,1,False,True,True,True
3041,tramfentanyl,fentanyl,False,False,False,,-1,False,True,False,False
3042,blue_jelly,fentanyl,False,False,False,,-1,False,True,False,False
3043,china_girl,fentanyl,False,False,True, pill,8,True,True,True,True
3044,goodfellas,fentanyl,False,False,False,,-1,True,True,False,False
3045,he-man,fentanyl,False,False,True,,9,True,True,True,True
3046,jackpot,fentanyl,False,False,False,,-1,True,True,False,False
3047,king_ivory,fentanyl,False,False,True, pill,1,True,True,True,True
3048,murder_8,fentanyl,False,False,True,,2,True,True,True,True
3049,orange_county,fentanyl,orange,False,True, pill,2,False,True,True,True
3050,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3051,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3052,ultiva,fentanyl,False,False,True,,2,False,True,True,True
3053,alfenta,fentanyl,False,False,True,,1,False,True,True,True
3054,rapifen,fentanyl,alfentanil,False,True,,1,False,True,True,True
3055,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3056,effentora,fentanyl,False,False,True,,1,True,True,True,True
3057,genesis,fentanyl,False,False,False,,-1,False,True,False,False
3058,lentizol,fentanyl,False,False,False,,-1,False,True,False,False
3059,acupuncture,fentanyl,False,False,False,,-1,False,True,False,False
3060,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3061,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3062,fentyanyl,fentanyl,False,False,True,,1,True,True,True,True
3063,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
3064,subsidies,fentanyl,False,False,False,,-1,False,True,False,False
3065,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3066,fentyal,fentanyl,dicyclomine,False,True,,1,True,True,True,True
3067,fentynol,fentanyl,False,False,True,,1,True,True,True,True
3068,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3069,pentanyl,fentanyl,False,False,True,,1,True,True,True,True
3070,pentanyl,fentanyl,False,False,True,,1,True,True,True,True
3071,pentlyl,fentanyl,False,False,False,,-1,False,True,False,False
3072,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3073,fentanello,fentanyl,False,False,False,,-1,False,True,False,False
3074,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3075,innofentanyl,fentanyl,False,False,False,,-1,False,True,False,False
3076,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3077,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3078,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3079,fentyllen,fentanyl,False,False,False,,-1,False,True,False,False
3080,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3081,fentanajo,fentanyl,False,False,False,,-1,False,True,False,False
3082,fentanalo,fentanyl,False,False,True,,1,True,True,True,True
3083,fentanamido,fentanyl,False,False,False,,-1,False,True,False,False
3084,fentanilo,fentanyl,False,False,True,,1,True,True,True,True
3085,fentanilum,fentanyl,False,False,True,,1,True,True,True,True
3086,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3087,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3088,normeperidine,fentanyl,False,False,False,,-1,False,True,False,False
3089,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3090,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
3091,fetylyl,fentanyl,False,False,False,,-1,False,True,False,False
3092,fetyntl,fentanyl,False,False,False,,-1,False,True,False,False
3093,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
3094,fentanyl_citrate,fentanyl,fentanyl,True,True,,1,True,True,True,True
3095,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3096,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3097,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
3098,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3099,fencyl,fentanyl,False,False,False,,-1,False,True,False,False
3100,fenanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3101,fenantyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3102,fenetanyl,fentanyl,False,False,True,,1,False,True,True,True
3103,fentenyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3104,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3105,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3106,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3107,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3108,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
3109,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
3110,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3111,fentseek,fentanyl,False,False,False,,-1,False,True,False,False
3112,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3113,nucynta,fentanyl,tapentadol,False,False,,-1,False,True,False,False
3114,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3115,fentaynyl,fentanyl,False,False,True,,1,True,True,True,True
3116,fentaninyl,fentanyl,False,False,False,,-1,False,True,False,False
3117,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
3118,fentanyl_acetate,fentanyl,False,True,True,,1,True,True,True,True
3119,fentanyl_chloride,fentanyl,False,True,True,,1,True,True,True,True
3120,fentanyl_flouride,fentanyl,False,True,True,,3,False,True,True,True
3121,fentanyl_phosphate,fentanyl,False,True,True,,2,False,True,True,True
3122,dalba,fentanyl,False,False,False,,-1,False,True,False,False
3123,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3124,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3125,lentora,fentanyl,False,False,False,,-1,False,True,False,False
3126,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3127,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
3128,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3129,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3130,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3131,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3132,fentenal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3133,fentanyl_patches,fentanyl,False,True,True,,1,True,True,True,True
3134,fentanyl_laughing_gas,fentanyl,False,True,True,,1,False,True,True,True
3135,fentanyl_spray,fentanyl,False,True,True,,1,True,True,True,True
3136,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3137,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3138,smack,fentanyl,False,False,False,,-1,False,True,False,False
3139,pook,fentanyl,False,False,False,,-1,False,True,False,False
3140,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3141,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3142,cessat,fentanyl,False,False,True,,6,False,True,True,True
3143,recid,fentanyl,False,False,False,,-1,False,True,False,False
3144,insid,fentanyl,False,False,False,,-1,False,True,False,False
3145,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3146,fentaplix,fentanyl,False,False,False,,-1,False,True,False,False
3147,valeryl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
3148,qudrug,fentanyl,False,False,False,,-1,False,True,False,False
3149,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3150,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3151,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3152,fentanel,fentanyl,False,False,True,,1,True,True,True,True
3153,pentanyl,fentanyl,False,False,True,,1,True,True,True,True
3154,fentaplix,fentanyl,False,False,False,,-1,False,True,False,False
3155,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3156,carfent,fentanyl,False,False,True,,2,False,True,True,True
3157,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3158,phentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3159,fentanyl_hydrochloride,fentanyl,False,True,True,,1,True,True,True,True
3160,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3161,effentora,fentanyl,False,False,True,,1,True,True,True,True
3162,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3163,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3164,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3165,ferdinand,fentanyl,False,False,False,,-1,False,True,False,False
3166,feely,fentanyl,False,False,False,,-1,False,True,False,False
3167,fen,fentanyl,False,False,False,,-1,True,True,False,False
3168,fent,fentanyl,False,False,True,,2,True,True,True,True
3169,fen-t,fentanyl,False,False,True,,8,False,True,True,True
3170,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3171,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3172,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3173,fenta,fentanyl,pentaerythritol_tetranitrate,False,True,,1,True,True,True,True
3174,fen,fentanyl,False,False,False,,-1,True,True,False,False
3175,f,fentanyl,False,False,False,,-1,True,True,False,False
3176,ff,fentanyl,False,False,False,,-1,False,True,False,False
3177,juluca,fentanyl,False,False,False,,-1,False,True,False,False
3178,fenatnyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3179,fenatanol,fentanyl,False,False,False,,-1,False,True,False,False
3180,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3181,fenynal,fentanyl,False,False,True,,1,True,True,True,True
3182,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3183,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3184,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3185,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3186,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3187,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3188,cephalic,fentanyl,False,False,False,,-1,False,True,False,False
3189,dorcy,fentanyl,False,False,False,,-1,False,True,False,False
3190,fenetylline,fentanyl,fenethylline,False,False,,-1,False,True,False,False
3191,meperidine,fentanyl,pethidine,False,False,,-1,False,True,False,False
3192,narcan,fentanyl,naloxone,False,False,,-1,False,True,False,False
3193,nalmefene,fentanyl,nalmefene,False,False,,-1,False,False,False,False
3194,phenoperidine,fentanyl,False,False,True,,5,False,True,True,True
3195,fbandoyl,fentanyl,False,False,False,,-1,False,True,False,False
3196,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3197,phenatyl,fentanyl,False,False,False,,-1,True,True,False,False
3198,paysan,fentanyl,False,False,False,,-1,False,True,False,False
3199,sitrep,fentanyl,False,False,False,,-1,False,True,False,False
3200,sketch,fentanyl,False,False,False,,-1,False,True,False,False
3201,smudge,fentanyl,False,False,False,,-1,False,True,False,False
3202,bleak,fentanyl,False,False,False,,-1,False,True,False,False
3203,blot,fentanyl,False,False,False,,-1,False,True,False,False
3204,fenting,fentanyl,False,False,False,,-1,True,True,False,False
3205,fentyn,fentanyl,False,False,True,,1,True,True,True,True
3206,fentail,fentanyl,False,False,True,,1,True,True,True,True
3207,fentinic,fentanyl,False,False,False,,-1,False,True,False,False
3208,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3209,fentapyne,fentanyl,False,False,False,,-1,False,True,False,False
3210,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3211,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3212,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3213,fentynal,fentanyl,fentanyl,True,True,,1,True,True,True,True
3214,fentanest,fentanyl,False,False,True,,1,True,True,True,True
3215,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3216,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3217,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3218,abigail,fentanyl,False,False,False,,-1,False,True,False,False
3219,nefertiti,fentanyl,False,False,False,,-1,False,True,False,False
3220,novalfentanil,fentanyl,False,False,False,,-1,False,True,False,False
3221,fentaynyl,fentanyl,False,False,True,,1,True,True,True,True
3222,ativo,fentanyl,False,False,False,,-1,False,True,False,False
3223,centanyl,fentanyl,False,False,True,,1,False,True,True,True
3224,lofentanil,fentanyl,lofentanil,False,True,,1,False,False,True,False
3225,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3226,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3227,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
3228,fentanyle,fentanyl,False,False,True,,1,True,True,True,True
3229,fentanylethyl,fentanyl,False,False,False,,-1,False,True,False,False
3230,fentanylmethanesulfonate,fentanyl,False,False,False,,-1,False,True,False,False
3231,fentanylacetate,fentanyl,False,False,False,,-1,False,True,False,False
3232,fentanyltartrate,fentanyl,False,False,False,,-1,False,True,False,False
3233,fentanylpivalate,fentanyl,False,False,False,,-1,False,True,False,False
3234,fentanyldilaudide,fentanyl,False,False,False,,-1,False,True,False,False
3235,fenpipalon,fentanyl,False,False,False,,-1,False,True,False,False
3236,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3237,25i-nb2,fentanyl,False,False,False,,-1,False,True,False,False
3238,3fpm,fentanyl,False,False,False,,-1,False,True,False,False
3239,acetyl-fentanyl,fentanyl,False,False,True,,1,False,True,True,True
3240,carfentfet,fentanyl,False,False,False,,-1,False,True,False,False
3241,china_white,fentanyl,filgrastim,False,True,,3,True,True,True,True
3242,furanyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
3243,serial_killer,fentanyl,False,False,True, drug,5,False,True,True,True
3244,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3245,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3246,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3247,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3248,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3249,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3250,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3251,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3252,fentanest,fentanyl,False,False,True,,1,True,True,True,True
3253,fentora,fentanyl,fentanyl,True,True,,4,True,True,True,True
3254,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3255,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3256,cloud_nine,fentanyl,False,False,False,,-1,False,True,False,False
3257,lifeline,fentanyl,False,False,False,,-1,False,True,False,False
3258,tranzadone,fentanyl,False,False,False,,-1,False,True,False,False
3259,tianeptine,fentanyl,tianeptine,False,False,,-1,False,False,False,False
3260,valium,fentanyl,diazepam,False,False,,-1,False,True,False,False
3261,fentanyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3262,fentanyl_analog,fentanyl,False,True,True,,1,False,True,True,True
3263,acetyl_fentanyl,fentanyl,False,True,True,,1,False,True,True,True
3264,carfentanil,fentanyl,carfentanil,False,True,,4,False,False,True,False
3265,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3266,alfentanil,fentanyl,alfentanil,False,True,,1,False,False,True,False
3267,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
3268,fentanest,fentanyl,False,False,True,,1,True,True,True,True
3269,fentynyl,fentanyl,fentanyl,True,True,,1,True,True,True,True
3270,sevoflurane,fentanyl,sevoflurane,False,True,,5,False,False,True,False
3271,propofol,fentanyl,propofol,False,False,,-1,False,False,False,False
3272,etomidate,fentanyl,etomidate,False,False,,-1,False,False,False,False
3273,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3274,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3275,quillicin,fentanyl,False,False,False,,-1,False,True,False,False
3276,ritalinic,fentanyl,methylphenidate,False,False,,-1,False,True,False,False
3277,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3278,fentaplix,fentanyl,False,False,False,,-1,False,True,False,False
3279,fentanylum,fentanyl,False,False,True,,2,True,True,True,True
3280,fentanilo,fentanyl,False,False,True,,1,True,True,True,True
3281,fentanyl_analogs,fentanyl,False,True,True,,1,False,True,True,True
3282,sevora,fentanyl,False,False,False,,-1,False,True,False,False
3283,sublimaze,fentanyl,mercuric_chloride,False,True,,4,True,True,True,True
3284,duragesic,fentanyl,fentanyl,True,True,,1,True,True,True,True
3285,actiq,fentanyl,fentanyl,True,True,,1,True,True,True,True
3286,instanyl,fentanyl,fentanyl,True,True,,3,True,True,True,True
3287,sufentanil,fentanyl,sufentanil,False,True,,1,False,False,True,False
3288,remifentanil,fentanyl,remifentanil,False,True,,1,False,False,True,False
3289,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3290,fentanil,fentanyl,fentanyl,True,True,,1,True,True,True,True
3291,fentazepam,fentanyl,False,False,False,,-1,False,True,False,False
3292,hydrocodone,fentanyl,hydrocodone,False,False,,-1,False,False,False,False
3293,levorphanol,fentanyl,levorphanol,False,False,,-1,False,False,False,False
3294,meperidine,fentanyl,pethidine,False,False,,-1,False,True,False,False
