,GPT-3 term,seed for prompt,Seed of GPT-3 term in RedMed,RedMed term inside GPT-3 term,Google,Google added token,Google depth,manual label
1538,zanamivir,alprazolam,zanamivir,False,False,,-1,False
1539,lora's_cat,alprazolam,False,False,False,,-1,False
1540,pax,alprazolam,False,False,True, drug,4,?
1541,zanapam,alprazolam,False,False,True,,8,True
1542,prazosin,alprazolam,prazosin,False,False,,-1,False
1543,blusoma,alprazolam,False,False,False,,-1,False
1544,klonopin,alprazolam,clonazepam,False,True,,14,False
1545,alzapam,alprazolam,False,False,True,,2,False
1546,alprazolan,alprazolam,alprazolam,True,True,,7,True
1547,alprazol_first,alprazolam,False,False,True,,1,?
1548,zoloft,alprazolam,sertraline,False,False,,-1,False
1549,ativan,alprazolam,lorazepam,False,False,,-1,False
1550,klonopin,alprazolam,clonazepam,False,True,,14,False
1551,valium,alprazolam,diazepam,False,True,,9,False
1552,xanax,alprazolam,alprazolam,True,True,,1,True
1553,bars,alprazolam,False,False,True, pill,1,True
1554,zolam,alprazolam,False,False,True,,2,True
1555,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1556,xanxiety,alprazolam,False,False,True, pill,18,False
1557,alpam,alprazolam,False,False,False,,-1,True
1558,alpraz,alprazolam,False,False,True,,1,True
1559,alprazlolam,alprazolam,False,False,True,,1,True
1560,alprozalam,alprazolam,alprazolam,True,True,,1,True
1561,aripiprazole,alprazolam,aripiprazole,False,False,,-1,False
1562,aloprazalam,alprazolam,False,False,True, pill,2,False
1563,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1564,xanex,alprazolam,alprazolam,True,True,,26,True
1565,zan,alprazolam,False,False,True, pill,1,True
1566,zoloft,alprazolam,sertraline,False,False,,-1,False
1567,zanax,alprazolam,alprazolam,True,True,,8,True
1568,alcelam,alprazolam,False,False,True,,3,True
1569,alpraz,alprazolam,False,False,True,,1,True
1570,azolam,alprazolam,acetazolamide,False,True,,6,True
1571,alpron,alprazolam,False,False,True, pill,10,True
1572,alproalm,alprazolam,False,False,False,,-1,False
1573,prolixin,alprazolam,fluphenazine,False,False,,-1,False
1574,xanor,alprazolam,alprazolam,True,True,,2,True
1575,zanapam,alprazolam,False,False,True,,8,True
1576,zoloft,alprazolam,sertraline,False,False,,-1,False
1577,alprazolamum,alprazolam,False,False,True,,4,True
1578,alprazolaminum,alprazolam,False,False,False,,-1,False
1579,white_Bars,alprazolam,False,False,True, pill,9,True
1580,blue_Footballs,alprazolam,False,False,True,,6,True
1581,zoldac,alprazolam,False,False,True,,9,True
1582,zoloft,alprazolam,sertraline,False,False,,-1,False
1583,zanex,alprazolam,False,False,True,,9,True
1584,alazopram,alprazolam,False,False,True,,1,True
1585,alpram,alprazolam,False,False,True,,2,True
1586,alprozalam,alprazolam,alprazolam,True,True,,1,True
1587,Apraclonidine,alprazolam,apraclonidine,False,False,,-1,False
1588,Ativan,alprazolam,lorazepam,False,False,,-1,False
1589,Azor,alprazolam,olmesartan,False,False,,-1,False
1590,zanrax,alprazolam,False,False,True, slang,19,False
1591,alprazolGGam,alprazolam,False,False,False,,-1,False
1592,prazosin,alprazolam,prazosin,False,False,,-1,False
1593,zanapam,alprazolam,False,False,True,,8,True
1594,alpam,alprazolam,False,False,False,,-1,True
1595,ativan,alprazolam,lorazepam,False,False,,-1,False
1596,xanax,alprazolam,alprazolam,True,True,,1,True
1597,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1598,tranax,alprazolam,filgrastim,False,True, pill,15,True
1599,xanax,alprazolam,alprazolam,True,True,,1,True
1600,xanax,alprazolam,alprazolam,True,True,,1,True
1601,xanax,alprazolam,alprazolam,True,True,,1,True
1602,blutrazolam,alprazolam,False,False,False,,-1,False
1603,calprozolam,alprazolam,False,False,False,,-1,False
1604,chlordiazepoxide,alprazolam,chlordiazepoxide,False,True, slang,7,False
1605,clonazepam,alprazolam,clonazepam,False,True,,21,False
1606,clorazepate,alprazolam,clorazepate,False,True, slang,21,False
1607,diazepam,alprazolam,diazepam,False,True, drug,6,False
1608,estazolam,alprazolam,estazolam,False,False,,-1,False
1609,flurazepam,alprazolam,flurazepam,False,False,,-1,False
1610,halazepam,alprazolam,halazepam,False,True, pill,9,False
1611,heartzolam,alprazolam,False,False,False,,-1,False
1612,ketazolam,alprazolam,False,False,True, pill,14,False
1613,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1614,medazepam,alprazolam,temazepam,False,True, slang,23,False
1615,midazolam,alprazolam,midazolam,False,True, slang,15,False
1616,niravam,alprazolam,alprazolam,True,True,,2,True
1617,oxazepam,alprazolam,oxazepam,False,False,,-1,False
1618,prazepam,alprazolam,prazepam,False,True,,17,False
1619,quazepam,alprazolam,quazepam,False,True, slang,4,False
1620,rapidzolam,alprazolam,False,False,False,,-1,False
1621,remarkal,alprazolam,False,False,False,,-1,False
1622,Roche,alprazolam,False,False,False,,-1,False
1623,seenza,alprazolam,False,False,False,,-1,False
1624,serax,alprazolam,oxazepam,False,False,,-1,False
1625,stazolam,alprazolam,False,False,False,,-1,False
1626,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1627,triazolam,alprazolam,triazolam,False,True, pill,11,False
1628,valium,alprazolam,diazepam,False,True,,9,False
1629,zepam,alprazolam,False,False,True, pill,28,False
1630,zolam,alprazolam,False,False,True,,2,True
1631,zanex,alprazolam,False,False,True,,9,True
1632,zanbars,alprazolam,False,False,True,,8,True
1633,alprazoran,alprazolam,False,False,True,,1,False
1634,tafil,alprazolam,alprazolam,True,True,,1,True
1635,azor,alprazolam,olmesartan,False,False,,-1,False
1636,zopax,alprazolam,False,False,True,,16,True
1637,alprazolame,alprazolam,False,False,True,,2,False
1638,alprazolan,alprazolam,alprazolam,True,True,,7,True
1639,alprazolat,alprazolam,False,False,True,,1,True
1640,alprazolax,alprazolam,False,False,False,,-1,False
1641,alprazold,alprazolam,False,False,False,,-1,False
1642,alprazole,alprazolam,False,False,True,,4,True
1643,alprazolem,alprazolam,alprazolam,True,True,,1,True
1644,zanex,alprazolam,False,False,True,,9,True
1645,xanor,alprazolam,alprazolam,True,True,,2,True
1646,norxol,alprazolam,False,False,False,,-1,False
1647,ativan,alprazolam,lorazepam,False,False,,-1,False
1648,alprazolum,alprazolam,False,False,True,,3,True
1649,alprazolan,alprazolam,alprazolam,True,True,,7,True
1650,alzolam,alprazolam,False,False,True,,5,True
1651,aplrazoclam,alprazolam,False,False,False,,-1,False
1652,alprolrazam,alprazolam,False,False,False,,-1,False
1653,alpha_hydroxy_alprazolam,alprazolam,False,True,True,,1,False
1654,Alprazalam,alprazolam,alprazolam,True,True,,1,True
1655,alprazolame,alprazolam,False,False,True,,2,False
1656,zanbars,alprazolam,False,False,True,,8,True
1657,alprazalam,alprazolam,alprazolam,True,True,,1,True
1658,alrazolam,alprazolam,alprazolam,True,True,,6,True
1659,alprahlam,alprazolam,False,False,False,,-1,False
1660,alprzolam,alprazolam,alprazolam,True,True,,3,True
1661,zanex,alprazolam,False,False,True,,9,True
1662,zoloft,alprazolam,sertraline,False,False,,-1,False
1663,paxil,alprazolam,paroxetine,False,False,,-1,False
1664,prozac,alprazolam,fluoxetine,False,False,,-1,False
1665,effexor,alprazolam,venlafaxine,False,False,,-1,False
1666,wellbutrin,alprazolam,bupropion,False,False,,-1,False
1667,cymbalta,alprazolam,duloxetine,False,False,,-1,False
1668,lexapro,alprazolam,escitalopram,False,False,,-1,False
1669,bars,alprazolam,False,False,True, pill,1,True
1670,zanbars,alprazolam,False,False,True,,8,True
1671,zanex,alprazolam,False,False,True,,9,True
1672,xanor,alprazolam,alprazolam,True,True,,2,True
1673,CPZ,alprazolam,chlorpromazine,False,False,,-1,False
1674,Tranks,alprazolam,False,False,True, drug,19,?
1675,zoloft,alprazolam,sertraline,False,False,,-1,False
1676,prozac,alprazolam,fluoxetine,False,False,,-1,False
1677,ativan,alprazolam,lorazepam,False,False,,-1,False
1678,valium,alprazolam,diazepam,False,True,,9,False
1679,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1680,clonazepam,alprazolam,clonazepam,False,True,,21,False
1681,diazepam,alprazolam,diazepam,False,True, drug,6,False
1682,flurazepam,alprazolam,flurazepam,False,False,,-1,False
1683,clorazepate,alprazolam,clorazepate,False,True, slang,21,False
1684,aplrazolam,alprazolam,alprazolam,True,True,,1,True
1685,zenax,alprazolam,False,False,True,,7,True
1686,alprazolamum,alprazolam,False,False,True,,4,True
1687,lyuxal,alprazolam,False,False,False,,-1,False
1688,xanax_bars,alprazolam,False,True,True,,7,True
1689,white_xanax_bars,alprazolam,False,True,True,,8,True
1690,blue_xanax_bars,alprazolam,False,True,True,,9,True
1691,yellow_xanax_bars,alprazolam,False,True,True,,3,True
1692,green_xanax_bars,alprazolam,False,True,True,,10,True
1693,pink_xanax_bars,alprazolam,False,True,True,,7,True
1694,orange_xanax_bars,alprazolam,False,True,True, pill,6,True
1695,alprazolmes,alprazolam,False,False,False,,-1,False
1696,alprazoles,alprazolam,False,False,True, pill,1,False
1697,alprazolin,alprazolam,False,False,True,,1,True
1698,alprazolins,alprazolam,False,False,True,,5,False
1699,ativan,alprazolam,lorazepam,False,False,,-1,False
1700,zan,alprazolam,False,False,True, pill,1,True
1701,zex,alprazolam,False,False,False,,-1,False
1702,xalazolam,alprazolam,False,False,False,,-1,False
1703,zoloft,alprazolam,sertraline,False,False,,-1,False
1704,prozac,alprazolam,fluoxetine,False,False,,-1,False
1705,lexapro,alprazolam,escitalopram,False,False,,-1,False
1706,paxil,alprazolam,paroxetine,False,False,,-1,False
1707,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1708,eszopiclone,alprazolam,eszopiclone,False,False,,-1,False
1709,zaleplon,alprazolam,zaleplon,False,False,,-1,False
1710,xanax,alprazolam,alprazolam,True,True,,1,True
1711,xanax_bars,alprazolam,False,True,True,,7,True
1712,white_xanax,alprazolam,False,True,True,,4,True
1713,zanamivir,alprazolam,zanamivir,False,False,,-1,False
1714,alpraz,alprazolam,False,False,True,,1,True
1715,arizolam,alprazolam,False,False,False,,-1,False
1716,calmpose,alprazolam,False,False,True,,29,False
1717,alpraz,alprazolam,False,False,True,,1,True
1718,azolam,alprazolam,acetazolamide,False,True,,6,True
1719,xanorp,alprazolam,False,False,True,,7,False
1720,zanapam,alprazolam,False,False,True,,8,True
1721,alpron,alprazolam,False,False,True, pill,10,True
1722,alazolam,alprazolam,False,False,True,,1,True
1723,alpam,alprazolam,False,False,False,,-1,True
1724,aloprazolam,alprazolam,alprazolam,True,True,,2,True
1725,alzolam,alprazolam,False,False,True,,5,True
1726,ativan,alprazolam,lorazepam,False,False,,-1,False
1727,klonopin,alprazolam,clonazepam,False,True,,14,False
1728,valium,alprazolam,diazepam,False,True,,9,False
1729,xanax,alprazolam,alprazolam,True,True,,1,True
1730,aprazolam,alprazolam,alprazolam,True,True,,4,True
1731,alprazolamum,alprazolam,False,False,True,,4,True
1732,zanex,alprazolam,False,False,True,,9,True
1733,alprazolan,alprazolam,alprazolam,True,True,,7,True
1734,eloprazolam,alprazolam,False,False,False,,-1,False
1735,eprazolam,alprazolam,False,False,True,,2,True
1736,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1737,bars,alprazolam,False,False,True, pill,1,True
1738,"hab,",alprazolam,False,False,False,,-1,False
1739,ativan,alprazolam,lorazepam,False,False,,-1,False
1740,zannies,alprazolam,False,False,True, pill,1,True
1741,zolofts,alprazolam,sertraline,False,False,,-1,False
1742,xanax,alprazolam,alprazolam,True,True,,1,True
1743,zolam,alprazolam,False,False,True,,2,True
1744,xanax,alprazolam,alprazolam,True,True,,1,True
1745,xanor,alprazolam,alprazolam,True,True,,2,True
1746,ativan,alprazolam,lorazepam,False,False,,-1,False
1747,axcil,alprazolam,False,False,False,,-1,False
1748,z-drug,alprazolam,False,False,False,,-1,?
1749,alzolam,alprazolam,False,False,True,,5,True
1750,alprazolum,alprazolam,False,False,True,,3,True
1751,xanbars,alprazolam,False,False,True,,13,True
1752,bars,alprazolam,False,False,True, pill,1,True
1753,sy_don,alprazolam,False,False,False,,-1,False
1754,ativan,alprazolam,lorazepam,False,False,,-1,False
1755,klonopin,alprazolam,clonazepam,False,True,,14,False
1756,valium,alprazolam,diazepam,False,True,,9,False
1757,librium,alprazolam,chlordiazepoxide,False,True,,23,False
1758,tranxene,alprazolam,clorazepate,False,True, pill,28,False
1759,benzodiazepine,alprazolam,benzodiazepine,False,True,,4,?
1760,zolax,alprazolam,False,False,True,,23,True
1761,ativan,alprazolam,lorazepam,False,False,,-1,False
1762,niravam,alprazolam,alprazolam,True,True,,2,True
1763,alprazolan,alprazolam,alprazolam,True,True,,7,True
1764,alprazolamum,alprazolam,False,False,True,,4,True
1765,alprazolan,alprazolam,alprazolam,True,True,,7,True
1766,alprazolanz,alprazolam,False,False,False,,-1,False
1767,alprazolamum,alprazolam,False,False,True,,4,True
1768,alprazolamid,alprazolam,False,False,True,,1,False
1769,azulfidine,alprazolam,sulfasalazine,False,False,,-1,False
1770,buspirone,alprazolam,buspirone,False,False,,-1,False
1771,chlorazepate,alprazolam,clorazepate,False,True, slang,7,False
1772,clonazepam,alprazolam,clonazepam,False,True,,21,False
1773,diazepam,alprazolam,diazepam,False,True, drug,6,False
1774,estazolam,alprazolam,estazolam,False,False,,-1,False
1775,flurazepam,alprazolam,flurazepam,False,False,,-1,False
1776,halazepam,alprazolam,halazepam,False,True, pill,9,False
1777,ketazolam,alprazolam,False,False,True, pill,14,False
1778,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1779,midazolam,alprazolam,midazolam,False,True, slang,15,False
1780,niravam,alprazolam,alprazolam,True,True,,2,True
1781,oxazepam,alprazolam,oxazepam,False,False,,-1,False
1782,phenazepam,alprazolam,False,False,False,,-1,False
1783,prazepam,alprazolam,prazepam,False,True,,17,False
1784,quazepam,alprazolam,quazepam,False,True, slang,4,False
1785,temazepam,alprazolam,temazepam,False,True, pill,16,False
1786,triazolam,alprazolam,triazolam,False,True, pill,11,False
1787,zolpidem,alprazolam,zolpidem,False,False,,-1,False
1788,zanamivir,alprazolam,zanamivir,False,False,,-1,False
1789,zanex,alprazolam,False,False,True,,9,True
1790,zanamix,alprazolam,False,False,False,,-1,False
1791,zamitol,alprazolam,False,False,True,,7,True
1792,xanax,alprazolam,alprazolam,True,True,,1,True
1793,rivotril,alprazolam,clonazepam,False,True, drug,28,False
1794,ativan,alprazolam,lorazepam,False,False,,-1,False
1795,valium,alprazolam,diazepam,False,True,,9,False
1796,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1797,clonazepam,alprazolam,clonazepam,False,True,,21,False
1798,zanex,alprazolam,False,False,True,,9,True
1799,zoloft,alprazolam,sertraline,False,False,,-1,False
1800,zolsan,alprazolam,False,False,True,,22,False
1801,ativan,alprazolam,lorazepam,False,False,,-1,False
1802,alprazalam,alprazolam,alprazolam,True,True,,1,True
1803,alprazolan,alprazolam,alprazolam,True,True,,7,True
1804,alprazolom,alprazolam,alprazolam,True,True,,6,True
1805,xanor,alprazolam,alprazolam,True,True,,2,True
1806,alazolam,alprazolam,False,False,True,,1,True
1807,alazoram,alprazolam,False,False,True,,4,False
1808,alprozolam,alprazolam,alprazolam,True,True,,4,True
1809,alpram,alprazolam,False,False,True,,2,True
1810,alpraz,alprazolam,False,False,True,,1,True
1811,ativan,alprazolam,lorazepam,False,False,,-1,False
1812,xanax,alprazolam,alprazolam,True,True,,1,True
1813,xanax,alprazolam,alprazolam,True,True,,1,True
1814,zanapam,alprazolam,False,False,True,,8,True
1815,aplrazolam,alprazolam,alprazolam,True,True,,1,True
1816,alprazalam,alprazolam,alprazolam,True,True,,1,True
1817,xanor,alprazolam,alprazolam,True,True,,2,True
1818,serenicon,alprazolam,False,False,False,,-1,False
1819,alprazolam,alprazolam,alprazolam,True,True,,1,True
1820,dalmane,alprazolam,flurazepam,False,False,,-1,False
1821,xanor,alprazolam,alprazolam,True,True,,2,True
1822,zyprexa,alprazolam,olanzapine,False,False,,-1,False
1823,ativan,alprazolam,lorazepam,False,False,,-1,False
1824,klonopin,alprazolam,clonazepam,False,True,,14,False
1825,valium,alprazolam,diazepam,False,True,,9,False
1826,librium,alprazolam,chlordiazepoxide,False,True,,23,False
1827,alpram,alprazolam,False,False,True,,2,True
1828,alzolam,alprazolam,False,False,True,,5,True
1829,alorazepam,alprazolam,False,False,True,,29,False
1830,trankimazin,alprazolam,False,False,True,,5,True
1831,frontin,alprazolam,False,False,True,,29,True
1832,sedatif_pc,alprazolam,False,False,False,,-1,False
1833,iprolol,alprazolam,False,False,False,,-1,False
1834,a-pam,alprazolam,False,False,True, pill,27,False
1835,azolam,alprazolam,acetazolamide,False,True,,6,True
1836,zanax,alprazolam,alprazolam,True,True,,8,True
1837,zoloft,alprazolam,sertraline,False,False,,-1,False
1838,paxil,alprazolam,paroxetine,False,False,,-1,False
1839,ativan,alprazolam,lorazepam,False,False,,-1,False
1840,valium,alprazolam,diazepam,False,True,,9,False
1841,klonopin,alprazolam,clonazepam,False,True,,14,False
1842,xanax,alprazolam,alprazolam,True,True,,1,True
1843,zanax,alprazolam,alprazolam,True,True,,8,True
1844,zanex,alprazolam,False,False,True,,9,True
1845,alprazalam,alprazolam,alprazolam,True,True,,1,True
1846,alprazolam,alprazolam,alprazolam,True,True,,1,True
1847,alpprazolam,alprazolam,False,False,True,,3,True
1848,zoloft,alprazolam,sertraline,False,False,,-1,False
1849,prozac,alprazolam,fluoxetine,False,False,,-1,False
1850,Celexa,alprazolam,citalopram,False,True, slang,13,False
1851,Lexapro,alprazolam,escitalopram,False,False,,-1,False
1852,zaprin,alprazolam,False,False,False,,-1,False
1853,xanax,alprazolam,alprazolam,True,True,,1,True
1854,xanor,alprazolam,alprazolam,True,True,,2,True
1855,norzepam,alprazolam,False,False,False,,-1,False
1856,alplazolam,alprazolam,False,False,True,,3,True
1857,alprozolam,alprazolam,alprazolam,True,True,,4,True
1858,aripiprazole,alprazolam,aripiprazole,False,False,,-1,False
1859,fluoxetine,alprazolam,fluoxetine,False,False,,-1,False
1860,paroxetine,alprazolam,paroxetine,False,False,,-1,False
1861,sertraline,alprazolam,sertraline,False,True, pill,27,False
1862,trazodone,alprazolam,trazodone,False,True, drug,9,False
1863,xanax,alprazolam,alprazolam,True,True,,1,True
1864,zanex,alprazolam,False,False,True,,9,True
1865,zanax,alprazolam,alprazolam,True,True,,8,True
1866,zax,alprazolam,False,False,False,,-1,False
1867,zolam,alprazolam,False,False,True,,2,True
1868,zanamivir,alprazolam,zanamivir,False,False,,-1,False
1869,alprozalam,alprazolam,alprazolam,True,True,,1,True
1870,ayprazolam,alprazolam,False,False,False,,-1,False
1871,Ezac,alprazolam,False,False,False,,-1,False
1872,Tafil,alprazolam,alprazolam,True,True,,1,True
1873,Trankimazin,alprazolam,False,False,True,,5,True
1874,Ralozam,alprazolam,False,False,True,,3,True
1875,Serenid,alprazolam,False,False,False,,-1,False
1876,lorazepam,alprazolam,lorazepam,False,False,,-1,False
1877,aylprozalam,alprazolam,False,False,False,,-1,False
1878,prozac,alprazolam,fluoxetine,False,False,,-1,False
1879,alazopram,alprazolam,False,False,True,,1,True
1880,alprazalam,alprazolam,alprazolam,True,True,,1,True
1881,alprazom,alprazolam,False,False,True,,1,True
1882,alpraolam,alprazolam,alprazolam,True,True,,3,True
1883,ativan,alprazolam,lorazepam,False,False,,-1,False
1884,zanapam,alprazolam,False,False,True,,8,True
1885,xanarin,alprazolam,False,False,False,,-1,False
1886,anzol,alprazolam,False,False,False,,-1,False
1887,hypnotic,alprazolam,False,False,False,,-1,?
1888,alzolam,alprazolam,False,False,True,,5,True
1889,xanorf,alprazolam,False,False,True,,7,False
1890,aprazol,alprazolam,False,False,True, pill,15,False
1891,zanx,alprazolam,False,False,True,,29,True
1892,alpram,alprazolam,False,False,True,,2,True
1893,alprax,alprazolam,alprazolam,False,True,,3,True
1894,ativan,alprazolam,lorazepam,False,False,,-1,False
1895,ativan,alprazolam,lorazepam,False,False,,-1,False
1896,klonopin,alprazolam,clonazepam,False,True,,14,False
1897,valium,alprazolam,diazepam,False,True,,9,False
1898,Xanor,alprazolam,alprazolam,True,True,,2,True
1899,Tranxene,alprazolam,clorazepate,False,True, pill,28,False
1900,Librium,alprazolam,chlordiazepoxide,False,True,,23,False
1901,Serax,alprazolam,oxazepam,False,False,,-1,False
1902,zanax,alprazolam,alprazolam,True,True,,8,True
1903,ativan,alprazolam,lorazepam,False,False,,-1,False
1904,xanzax,alprazolam,False,False,True,,1,True
1905,zoloft,alprazolam,sertraline,False,False,,-1,False
1906,xanax,alprazolam,alprazolam,True,True,,1,True
1907,xanax,alprazolam,alprazolam,True,True,,1,True
1908,alprazalam,alprazolam,alprazolam,True,True,,1,True
1909,xanax,alprazolam,alprazolam,True,True,,1,True
1910,aprazolam,alprazolam,alprazolam,True,True,,4,True
1911,prasozalam,alprazolam,False,False,False,,-1,False
1912,alprazolom,alprazolam,alprazolam,True,True,,6,True
1913,alpazolam,alprazolam,alprazolam,True,True,,1,True
1914,alprazolan,alprazolam,alprazolam,True,True,,7,True
1915,alprazoslav,alprazolam,False,False,False,,-1,False
1916,alprozolam,alprazolam,alprazolam,True,True,,4,True
1917,xanor,alprazolam,alprazolam,True,True,,2,True
1918,zanamivir,alprazolam,zanamivir,False,False,,-1,False
1919,prazolam,alprazolam,alprazolam,True,True,,4,True
1920,xanax,alprazolam,alprazolam,True,True,,1,True
1921,alprazz,alprazolam,False,False,True,,1,True
1922,aprozalam,alprazolam,False,False,True,,2,True
1923,zanax,alprazolam,alprazolam,True,True,,8,True
1924,alpraz,alprazolam,False,False,True,,1,True
1925,alzolam,alprazolam,False,False,True,,5,True
1926,alprozam,alprazolam,alprazolam,True,True,,8,True
1927,alprasolam,alprazolam,False,False,True,,5,True
1928,apraclonidine,alprazolam,apraclonidine,False,False,,-1,False
1929,xanax,alprazolam,alprazolam,True,True,,1,True
1930,arizolam,alprazolam,False,False,False,,-1,False
1931,alpram,alprazolam,False,False,True,,2,True
1932,alprazolan,alprazolam,alprazolam,True,True,,7,True
1933,alprazolume,alprazolam,False,False,False,,-1,False
1934,alprazolamum,alprazolam,False,False,True,,4,True
1935,alrazolam,alprazolam,alprazolam,True,True,,6,True
1936,arazolam,alprazolam,False,False,True,,3,False
1937,xanar,alprazolam,False,False,True,,16,True
1938,zanapam,alprazolam,False,False,True,,8,True
1939,alp,alprazolam,False,False,True, pill,1,True
1940,z-bars,alprazolam,False,False,True,,8,True
1941,blue_footballs,alprazolam,False,False,True,,6,True
1942,Benzos,alprazolam,False,False,True, pill,3,?
1943,Tranxene,alprazolam,clorazepate,False,True, pill,28,False
1944,Librium,alprazolam,chlordiazepoxide,False,True,,23,False
1945,Ativan,alprazolam,lorazepam,False,False,,-1,False
1946,Valium,alprazolam,diazepam,False,True,,9,False
1947,azopride,alprazolam,False,False,False,,-1,False
1948,zopidem,alprazolam,zolpidem,False,True, slang,24,False
1949,zolpimist,alprazolam,zolpidem,False,False,,-1,False
1950,zopax,alprazolam,False,False,True,,16,True
1951,axoren,alprazolam,False,False,False,,-1,False
1952,cinolam,alprazolam,False,False,False,,-1,False
1953,alpram,alprazolam,False,False,True,,2,True
1954,alpron,alprazolam,False,False,True, pill,10,True
1955,alzolam,alprazolam,False,False,True,,5,True
1956,zanex,alprazolam,False,False,True,,9,True
1957,alprozalam,alprazolam,alprazolam,True,True,,1,True
1958,alpraz,alprazolam,False,False,True,,1,True
1959,zanex,alprazolam,False,False,True,,9,True
1960,zanex,alprazolam,False,False,True,,9,True
1961,xanax,alprazolam,alprazolam,True,True,,1,True
1962,xanax,alprazolam,alprazolam,True,True,,1,True
1963,alpam,alprazolam,False,False,False,,-1,True
1964,alpraz,alprazolam,False,False,True,,1,True
1965,alprazoram,alprazolam,False,False,True,,1,True
1966,neupax,alprazolam,False,False,True,,3,True
1967,pralatrex,alprazolam,False,False,False,,-1,False
1968,ativan,alprazolam,lorazepam,False,False,,-1,False
1969,prazepam,alprazolam,prazepam,False,True,,17,False
1970,alyprazolam,alprazolam,False,False,False,,-1,False
1971,aniprazole,alprazolam,False,False,False,,-1,False
1972,aprazolam,alprazolam,alprazolam,True,True,,4,True
1973,aprozalam,alprazolam,False,False,True,,2,True
1974,azametapr,alprazolam,False,False,False,,-1,False
1975,azapetin,alprazolam,False,False,False,,-1,False
1976,azolpidem,alprazolam,False,False,True, slang,22,False
1977,apeazolam,alprazolam,False,False,True,,1,False
1978,zanapam,alprazolam,False,False,True,,8,True
1979,neupax,alprazolam,False,False,True,,3,True
1980,atarax,alprazolam,hydroxyzine,False,True, pill,6,False
1981,tarax,alprazolam,False,False,False,,-1,False
1982,benzohexam,alprazolam,False,False,False,,-1,False
1983,hex_press,alprazolam,False,False,False,,-1,False
1984,prozacs,alprazolam,fluoxetine,False,False,,-1,False
1985,ativan,alprazolam,lorazepam,False,False,,-1,False
1986,lorazolam,alprazolam,False,False,False,,-1,False
1987,prazolam,alprazolam,alprazolam,True,True,,4,True
1988,artane,alprazolam,trihexyphenidyl,False,False,,-1,False
1989,ativan,alprazolam,lorazepam,False,False,,-1,False
1990,barbiturates,alprazolam,False,False,True, pill,8,?
1991,benzos,alprazolam,False,False,True, pill,3,?
1992,blackouts,alprazolam,False,False,False,,-1,?
1993,blotters,alprazolam,False,False,False,,-1,False
1994,blotter_acid,alprazolam,False,False,False,,-1,False
1995,blue_acid,alprazolam,False,False,False,,-1,False
1996,blue_devils,alprazolam,False,False,False,,-1,False
1997,blue_hats,alprazolam,False,False,False,,-1,False
1998,blues,alprazolam,False,False,False,,-1,?
1999,bromides,alprazolam,False,False,False,,-1,False
2000,brownies,alprazolam,False,False,False,,-1,False
2001,buses,alprazolam,False,False,True, pill,1,True
2002,Butisol,alprazolam,False,False,False,,-1,False
2003,downers,alprazolam,False,False,False,,-1,?
2004,eligibles,alprazolam,False,False,False,,-1,False
2005,fantasy,alprazolam,False,False,False,,-1,False
2006,acid,alprazolam,False,False,False,,-1,False
2007,flash,alprazolam,False,False,False,,-1,False
2008,flattery,alprazolam,False,False,False,,-1,False
2009,fly_agaric,alprazolam,False,False,False,,-1,False
2010,flying_saucers,alprazolam,False,False,False,,-1,False
2011,freeze,alprazolam,False,False,False,,-1,False
2012,zanex,alprazolam,False,False,True,,9,True
2013,prazosin,alprazolam,prazosin,False,False,,-1,False
2014,alpazolam,alprazolam,alprazolam,True,True,,1,True
2015,xanax,alprazolam,alprazolam,True,True,,1,True
2016,altazor,alprazolam,False,False,False,,-1,False
2017,anzamet,alprazolam,False,False,False,,-1,False
2018,anzolam,alprazolam,False,False,True,,1,True
2019,apo-alpraz,alprazolam,False,False,True,,1,True
2020,aprazam,alprazolam,False,False,True,,1,False
2021,aranzal,alprazolam,False,False,False,,-1,False
2022,calmax,alprazolam,verapamil,False,True, pill,12,False
2023,alprazoluim,alprazolam,False,False,False,,-1,False
2024,alprazolame,alprazolam,False,False,True,,2,False
2025,xanax,alprazolam,alprazolam,True,True,,1,True
2026,alsazolam,alprazolam,False,False,False,,-1,False
2027,alfrazolam,alprazolam,False,False,True,,2,True
2028,arafrazolam,alprazolam,False,False,False,,-1,False
2029,alprozolam,alprazolam,alprazolam,True,True,,4,True
2030,alnrazolam,alprazolam,False,False,True,,1,False
2031,alpazolam,alprazolam,alprazolam,True,True,,1,True
2032,zanax,alprazolam,alprazolam,True,True,,8,True
2033,xanax,alprazolam,alprazolam,True,True,,1,True
2034,xanax,alprazolam,alprazolam,True,True,,1,True
2035,axiolam,alprazolam,False,False,False,,-1,False
2036,neo-quill,alprazolam,False,False,False,,-1,False
2037,neozolam,alprazolam,False,False,True,,6,True
2038,novazolam,alprazolam,False,False,True,,6,True
